accuracy,loss,val_accuracy,val_loss,learning_rate
0.618881106376648,0.906724214553833,0.3888888955116272,16.737592697143555,0.0010000000474974513
0.811188817024231,0.4938237965106964,0.5555555820465088,4.84271764755249,0.0010000000474974513
0.8659673929214478,0.357608824968338,0.5231481194496155,5.843131065368652,0.0010000000474974513
0.9277389049530029,0.20054389536380768,0.5787037014961243,7.207366943359375,0.0010000000474974513
0.9673659801483154,0.10000613331794739,0.6064814925193787,3.3850202560424805,0.0010000000474974513
0.9557109475135803,0.13918617367744446,0.6527777910232544,2.1070010662078857,0.0010000000474974513
0.9440559148788452,0.1652015894651413,0.6388888955116272,1.873929738998413,0.0010000000474974513
0.9790209531784058,0.06663808226585388,0.6203703880310059,2.5737247467041016,0.0010000000474974513
0.9755244851112366,0.07828426361083984,0.6712962985038757,1.7916364669799805,0.0010000000474974513
0.9790209531784058,0.06334693729877472,0.7268518805503845,1.284511685371399,0.0010000000474974513
0.9848484992980957,0.03934219479560852,0.6944444179534912,1.2319605350494385,0.0010000000474974513
0.9883449673652649,0.027437901124358177,0.6805555820465088,1.3380495309829712,0.0010000000474974513
0.9930070042610168,0.018923908472061157,0.7361111044883728,1.1794676780700684,0.0010000000474974513
0.996503472328186,0.012596827000379562,0.6944444179534912,1.4506479501724243,0.0010000000474974513
0.9953380227088928,0.013978473842144012,0.7037037014961243,1.2085989713668823,0.0010000000474974513
0.9906759858131409,0.029512109234929085,0.6851851940155029,1.947231411933899,0.0010000000474974513
0.9848484992980957,0.05337787792086601,0.6435185074806213,2.827054023742676,0.0010000000474974513
0.9720279574394226,0.06589053571224213,0.7037037014961243,1.8906753063201904,0.0010000000474974513
0.9953380227088928,0.03017650917172432,0.7222222089767456,1.5388776063919067,0.00020000000949949026
1.0,0.00558086484670639,0.7361111044883728,1.3435369729995728,0.00020000000949949026
0.996503472328186,0.01182605978101492,0.7222222089767456,1.3436391353607178,0.00020000000949949026
0.996503472328186,0.012969198636710644,0.7222222089767456,1.3660963773727417,0.00020000000949949026
0.997668981552124,0.00859216507524252,0.7361111044883728,1.1732159852981567,0.00020000000949949026
1.0,0.002856728620827198,0.7361111044883728,1.0825728178024292,0.00020000000949949026
1.0,0.002218803856521845,0.7453703880310059,1.0858007669448853,0.00020000000949949026
1.0,0.002444702433422208,0.7407407164573669,1.098095417022705,0.00020000000949949026
1.0,0.0021671117283403873,0.7361111044883728,1.137007236480713,0.00020000000949949026
1.0,0.0011740191839635372,0.7361111044883728,1.1347310543060303,0.00020000000949949026
0.998834490776062,0.003898525843396783,0.7314814925193787,1.1675200462341309,0.00020000000949949026
1.0,0.001191419898532331,0.7314814925193787,1.1723047494888306,4.0000002627493814e-05
