accuracy,loss,val_accuracy,val_loss,learning_rate
0.5200729966163635,1.240411400794983,0.33394160866737366,5.758539199829102,0.0010000000474974513
0.7404196858406067,0.6904020309448242,0.48905110359191895,1.8394947052001953,0.0010000000474974513
0.8426094651222229,0.42459240555763245,0.5364963412284851,2.550748348236084,0.0010000000474974513
0.8850364685058594,0.31456103920936584,0.7554744482040405,0.8542014956474304,0.0010000000474974513
0.9375,0.194693922996521,0.8302919864654541,0.4486471116542816,0.0010000000474974513
0.9657846689224243,0.10480493307113647,0.8211678862571716,0.5227707028388977,0.0010000000474974513
0.9653284549713135,0.11276423931121826,0.7682482004165649,0.763560950756073,0.0010000000474974513
0.9721715450286865,0.08722468465566635,0.8795620203018188,0.4165084958076477,0.0010000000474974513
0.9785584211349487,0.07035844773054123,0.8905109763145447,0.4090540409088135,0.0010000000474974513
0.9621350169181824,0.1062261164188385,0.8704379796981812,0.37203723192214966,0.0010000000474974513
0.9858576655387878,0.04529932513833046,0.7883211970329285,0.6891857385635376,0.0010000000474974513
0.9863138794898987,0.04708398878574371,0.8850364685058594,0.4044174551963806,0.0010000000474974513
0.9927007555961609,0.02593403495848179,0.8503649830818176,0.5296698212623596,0.0010000000474974513
0.9954379796981812,0.01631542108952999,0.8430656790733337,0.5615597367286682,0.0010000000474974513
0.9831204414367676,0.0595262348651886,0.724452555179596,1.014682412147522,0.0010000000474974513
0.9958941340446472,0.01480784546583891,0.9069343209266663,0.32652154564857483,0.00020000000949949026
0.9981752038002014,0.006109041627496481,0.9251824617385864,0.2427625209093094,0.00020000000949949026
0.9986313581466675,0.006850854028016329,0.9215328693389893,0.2348804622888565,0.00020000000949949026
0.9995437860488892,0.0033813579939305782,0.9215328693389893,0.25522753596305847,0.00020000000949949026
0.9995437860488892,0.0025508333928883076,0.930656909942627,0.24795746803283691,0.00020000000949949026
0.9995437860488892,0.0023099409881979227,0.9288321137428284,0.24494697153568268,0.00020000000949949026
0.9995437860488892,0.00186913984362036,0.9324817657470703,0.23217608034610748,0.00020000000949949026
0.9995437860488892,0.002463988261297345,0.9215328693389893,0.24487391114234924,0.00020000000949949026
0.9986313581466675,0.005673289764672518,0.9343065619468689,0.2461668699979782,0.00020000000949949026
1.0,0.0015626229578629136,0.9324817657470703,0.2279181331396103,0.00020000000949949026
0.9995437860488892,0.001633256208151579,0.9343065619468689,0.2353385090827942,0.00020000000949949026
1.0,0.0009205862297676504,0.9343065619468689,0.23181413114070892,0.00020000000949949026
1.0,0.0007800132734701037,0.9379562139511108,0.2218751758337021,0.00020000000949949026
1.0,0.0006856974214315414,0.9343065619468689,0.23003238439559937,0.00020000000949949026
1.0,0.0006255132611840963,0.9343065619468689,0.22264063358306885,0.00020000000949949026
