accuracy,loss,val_accuracy,val_loss,learning_rate
0.5461187362670898,1.1919336318969727,0.2199999988079071,7.575511455535889,0.0010000000474974513
0.7858447432518005,0.5938432812690735,0.22363635897636414,8.521641731262207,0.0010000000474974513
0.8826484084129333,0.35091346502304077,0.33454546332359314,6.1568708419799805,0.0010000000474974513
0.9360730648040771,0.1853473037481308,0.41818180680274963,3.438420295715332,0.0010000000474974513
0.956620991230011,0.12861235439777374,0.41999998688697815,3.5985240936279297,0.0010000000474974513
0.9415525197982788,0.1737879067659378,0.3181818127632141,6.6888933181762695,0.0010000000474974513
0.956620991230011,0.1143517941236496,0.4127272665500641,3.976022243499756,0.0010000000474974513
0.9776255488395691,0.06399025768041611,0.29636362195014954,3.882918119430542,0.0010000000474974513
0.9785388112068176,0.06251469999551773,0.4418181777000427,3.6251254081726074,0.0010000000474974513
0.992694079875946,0.0283646397292614,0.48181816935539246,2.8429415225982666,0.00020000000949949026
0.9981735348701477,0.010385318659245968,0.4618181884288788,2.8418920040130615,0.00020000000949949026
0.9981735348701477,0.006479456555098295,0.45636364817619324,2.949965238571167,0.00020000000949949026
1.0,0.002794180065393448,0.4654545485973358,2.9887843132019043,0.00020000000949949026
0.9990867376327515,0.005346234887838364,0.4490908980369568,3.0474934577941895,0.00020000000949949026
1.0,0.0018105764174833894,0.4545454680919647,3.0711452960968018,0.00020000000949949026
0.9995433688163757,0.0032868676353245974,0.4509090781211853,3.2033653259277344,0.00020000000949949026
1.0,0.0018877519760280848,0.4545454680919647,3.2296483516693115,4.0000002627493814e-05
0.9995433688163757,0.0035113540943711996,0.4545454680919647,3.238685131072998,4.0000002627493814e-05
0.9995433688163757,0.003241107799112797,0.45636364817619324,3.235589027404785,4.0000002627493814e-05
1.0,0.0014831521548330784,0.46000000834465027,3.2442545890808105,4.0000002627493814e-05
1.0,0.001236706622876227,0.46000000834465027,3.2369236946105957,4.0000002627493814e-05
0.9990867376327515,0.0027971556410193443,0.45818182826042175,3.2443535327911377,8.000000889296643e-06
1.0,0.0014589878264814615,0.45636364817619324,3.256807327270508,8.000000889296643e-06
0.9995433688163757,0.0020039062947034836,0.46000000834465027,3.2570273876190186,8.000000889296643e-06
0.9995433688163757,0.0019940901547670364,0.45636364817619324,3.256575584411621,8.000000889296643e-06
0.9995433688163757,0.0034303427673876286,0.45818182826042175,3.259596347808838,8.000000889296643e-06
0.9995433688163757,0.0018220776692032814,0.45818182826042175,3.261528253555298,1.6000001323845936e-06
1.0,0.0016030350234359503,0.46000000834465027,3.255300521850586,1.6000001323845936e-06
0.9995433688163757,0.002332927193492651,0.45818182826042175,3.2554638385772705,1.6000001323845936e-06
1.0,0.001731306780129671,0.45636364817619324,3.2564895153045654,1.6000001323845936e-06
